Sted,Land,Path ID,Path order,Latitude,Longitude,Pil
Brisbane,Australia,89,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Riga,Latvia,90,1,56.95,24.11,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(37,11,11)""/></svg>"
Brisbane,Australia,90,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Vaduz,Liechtenstein,91,1,47.14,9.52,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(30,11,11)""/></svg>"
Brisbane,Australia,91,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Vilnius,Lithuania,92,1,54.69,25.28,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(36,11,11)""/></svg>"
Brisbane,Australia,92,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Luxembourg,Luxembourg,93,1,49.61,6.13,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(30,11,11)""/></svg>"
Brisbane,Australia,93,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Valletta,Malta,94,1,35.9,14.51,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(26,11,11)""/></svg>"
Brisbane,Australia,94,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Chișinău,Moldova,95,1,47.01,28.86,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(33,11,11)""/></svg>"
Brisbane,Australia,95,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Monaco,Monaco,96,1,43.74,7.41,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(28,11,11)""/></svg>"
Brisbane,Australia,96,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Amsterdam,Netherlands,97,1,52.37,4.9,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(31,11,11)""/></svg>"
Brisbane,Australia,97,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Oslo,Norway,98,1,59.91,10.75,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(36,11,11)""/></svg>"
Brisbane,Australia,98,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Warsaw,Poland,99,1,52.23,21.01,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(34,11,11)""/></svg>"
Brisbane,Australia,99,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Lisbon,Portugal,100,1,38.72,-9.14,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(24,11,11)""/></svg>"
Brisbane,Australia,100,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bucharest,Romania,101,1,44.43,26.1,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(32,11,11)""/></svg>"
Brisbane,Australia,101,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
San Marino,San Marino,102,1,43.94,12.46,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,102,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bratislava,Slovakia,103,1,48.15,17.11,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(32,11,11)""/></svg>"
Brisbane,Australia,103,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Madrid,Spain,104,1,40.42,-3.7,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(25,11,11)""/></svg>"
Brisbane,Australia,104,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Stockholm,Sweden,105,1,59.33,18.07,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(37,11,11)""/></svg>"
Brisbane,Australia,105,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bern,Switzerland,106,1,46.95,7.45,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,106,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Kyiv,Ukraine,107,1,50.45,30.52,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(35,11,11)""/></svg>"
Brisbane,Australia,107,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
London,United Kingdom,108,1,51.51,-0.13,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(30,11,11)""/></svg>"
Brisbane,Australia,108,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Belmopan,Belize,109,1,17.25,-88.77,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(11,11,11)""/></svg>"
Brisbane,Australia,109,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Ottawa,Canada,110,1,45.42,-75.7,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(19,11,11)""/></svg>"
Brisbane,Australia,110,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
San José,Costa Rica,111,1,9.93,-84.08,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(9,11,11)""/></svg>"
Brisbane,Australia,111,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
San Salvador,El Salvador,112,1,13.7,-89.22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,112,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Guatemala City,Guatemala,113,1,14.64,-90.51,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,113,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Tegucigalpa,Honduras,114,1,14.1,-87.21,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,114,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Mexico City,Mexico,115,1,19.43,-99.13,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(11,11,11)""/></svg>"
Brisbane,Australia,115,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Managua,Nicaragua,116,1,12.13,-86.29,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(10,11,11)""/></svg>"
Brisbane,Australia,116,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Panama City,Panama,117,1,8.99,-79.52,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(9,11,11)""/></svg>"
Brisbane,Australia,117,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Washington D.C.,United States,118,1,38.91,-77.04,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(17,11,11)""/></svg>"
Brisbane,Australia,118,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
